ID,State,Address,Gender,Age,총구매금액,총구매수량,1회방문시구매금액(평균),배송서비스신청여부,모바일알람여부,VIP회원
824899200,정상회원,분당구,여,60,890367,135,52375,미신청,.,normal
548171456,정상회원,수지구,여,52,21390390,2296.6,118179,미신청,수신,VIP
256816576,정상회원,수지구,여,43,1821439,148,55195,신청,.,normal
325015296,정상회원,수지구,여,47,453230,70.3,18129,미신청,.,normal
742641280,정상회원,수지구,여,47,1602652,127,123281,미신청,.,normal
1196834176,정상회원,수지구,여,42,10434,2,10434,미신청,.,normal
753138816,정상회원,수지구,여,40,2325267,291.7,89433,신청,.,normal
1193155584,정상회원,수지구,여,33,979414,120.4,36275,미신청,.,normal
163925632,정상회원,수지구,여,40,5786260,521.1,141128,미신청,.,normal
1485505280,정상회원,수지구,여,23,2351556,318.6,35098,미신청,.,normal
126573632,정상회원,수지구,여,42,407962,19,45329,미신청,.,normal
473961152,정상회원,수지구,여,61,5076309,479.25,123812,미신청,.,normal
176689344,탈퇴,수지구,여,76,1823097,190,44466,신청,.,normal
1024695744,정상회원,분당구,여,36,207427,33,23047,미신청,.,normal
718511424,정상회원,수지구,여,66,1675783,140,22344,미신청,.,normal
397553344,정상회원,수지구,여,62,16212322,1101.2,124710,미신청,.,VIP
1486746944,정상회원,수지구,여,38,450845,30,75141,미신청,.,normal
825840192,정상회원,수지구,여,55,10853562,1005,88240,미신청,수신,VIP
766076992,정상회원,수지구,여,48,758952,46,189738,미신청,.,normal
977735232,정상회원,수지구,여,45,1783086,260,41467,신청,.,normal
748801344,정상회원,수지구,여,70,7304927,638.5,100067,미신청,.,normal
389065856,정상회원,수지구,여,54,14906119,1310.34,74905,미신청,수신,VIP
592516864,정상회원,수지구,여,40,4912694,464,144491,미신청,.,normal
945368448,정상회원,수지구,여,41,2266475,190,59644,신청,.,normal
161475712,정상회원,수지구,여,48,82511,15,41256,미신청,.,normal
805799104,정상회원,수지구,여,43,4931819,456.3,77060,미신청,.,normal
279743744,정상회원,수지구,여,71,2522413,303.5,37094,미신청,.,normal
764406592,정상회원,수지구,여,55,820422,108,30386,미신청,.,normal
553065728,정상회원,수지구,여,75,2337366,240.1,45831,미신청,.,normal
241970432,정상회원,수지구,여,53,95338,9,23834,미신청,.,normal
448552512,정상회원,분당구,여,44,1313671,114,119425,미신청,.,normal
586932160,정상회원,수지구,여,51,2091115,223.1,49788,신청,.,normal
488740480,정상회원,수지구,남,77,1570011,171,62800,미신청,.,normal
1000330176,정상회원,수지구,여,64,1150850,112,34874,미신청,.,normal
62716096,정상회원,수지구,여,67,1838163,187,87532,신청,.,normal
1336154816,정상회원,분당구,남,31,306402,47.1,30640,미신청,.,normal
1090633856,탈퇴,수지구,남,41,8471245,669.5,86441,미신청,수신,normal
149426560,정상회원,수지구,여,92,16304149,1401.45,159845,미신청,.,VIP
1289439296,정상회원,수지구,여,53,5861535,458.28,68157,미신청,수신,normal
267210176,정상회원,수지구,여,52,7577922,747.7,132946,미신청,.,normal
742826880,정상회원,수지구,여,39,2274037,220.1,46409,미신청,.,normal
903081344,정상회원,수지구,여,53,1136492,84,103317,미신청,.,normal
287928704,정상회원,수지구,여,50,1497359,106,136124,미신청,.,normal
761646720,정상회원,수지구,여,47,1715794,168,46373,신청,.,normal
153877248,정상회원,수지구,여,59,6402434,531.2,91463,미신청,.,normal
159131584,정상회원,수지구,여,59,73801,9,24600,미신청,.,normal
819871296,정상회원,수지구,남,37,9503383,1198.6,63781,미신청,수신,VIP
1407287872,정상회원,수지구,여,34,141475,25,28295,미신청,.,normal
748032960,정상회원,수지구,여,43,9585833,993,93979,미신청,수신,VIP
837388224,정상회원,수지구,여,45,1236712,167,45804,미신청,.,normal
896869312,정상회원,수지구,여,72,5852843,656.5,86071,미신청,.,normal
1099795072,정상회원,기흥구,여,45,523784,56,47617,미신청,.,normal
762804864,정상회원,수지구,여,42,8362687,835,83627,미신청,수신,VIP
829871424,정상회원,수지구,여,47,93136,20,23284,미신청,.,normal
554364928,정상회원,수지구,여,40,3628581,410.3,68464,미신청,.,normal
1433849088,정상회원,수지구,여,32,382691,44,31891,미신청,.,normal
1173598912,정상회원,수지구,여,40,328609,32,46944,미신청,.,normal
680162752,정상회원,수지구,여,42,2429155,271.7,127850,신청,.,normal
1532356288,정상회원,수지구,여,47,1720224,178,122873,신청,.,normal
761899136,정상회원,수지구,여,62,5928708,528.1,137877,미신청,.,normal
894311744,정상회원,수지구,여,48,1947342,185,77894,신청,.,normal
1546070272,정상회원,수지구,여,57,2094519,277.1,35500,미신청,.,normal
369152832,정상회원,기흥구,여,48,3797739,260,88320,신청,.,normal
605271296,정상회원,기타,여,37,1591931,136,176881,미신청,.,normal
1490121152,정상회원,수지구,여,67,1642893,97,136908,신청,.,normal
355837888,정상회원,서울 강남구,여,47,5946229,543.5,70788,미신청,수신,normal
1279576512,정상회원,기흥구,여,41,1696363,206,121169,신청,.,normal
230702656,정상회원,수지구,여,73,2473749,253.5,27795,미신청,.,normal
1367755072,정상회원,수지구,여,64,2315101,198,64308,신청,.,normal
952274624,정상회원,기흥구,여,48,2643309,326.2,50833,미신청,.,normal
776698880,정상회원,수지구,여,49,1741064,193.5,60037,신청,.,normal
758951808,정상회원,수지구,여,71,742027,90,39054,미신청,.,normal
847332672,정상회원,수지구,여,85,1600068,148.25,43245,미신청,.,normal
583318528,정상회원,서울 송파구,여,40,2127634,295,30835,미신청,수신,normal
764393600,탈퇴,기흥구,여,44,333204,42,25631,미신청,.,normal
872396096,정상회원,수지구,여,31,2511999,198,119619,신청,.,normal
556323008,정상회원,수지구,여,42,1651565,194,91754,신청,.,normal
424326144,정상회원,기흥구,여,41,5271168,521.25,105423,미신청,.,normal
718984704,정상회원,수지구,여,42,1653089,181.2,66124,신청,.,normal
1379624192,정상회원,수지구,여,38,1547230,208,61889,미신청,.,normal
1012191872,정상회원,수지구,여,37,125126,18,62563,미신청,.,normal
1120068160,정상회원,수지구,여,65,234037,22,46807,미신청,.,normal
982698176,정상회원,수지구,여,65,4095296,577,59352,미신청,.,normal
111391552,정상회원,수정구,여,50,4303803,429,74203,미신청,.,normal
1481052736,정상회원,수지구,여,52,15507,2,15507,미신청,.,normal
220954944,정상회원,수지구,남,51,11352956,1485.5,127561,미신청,수신,normal
704283328,정상회원,수지구,여,41,2398053,253,82691,신청,.,normal
89023040,정상회원,분당구,여,48,2697525,241,87017,신청,.,normal
354941440,정상회원,수지구,여,50,794769,89.6,29436,미신청,.,normal
153723200,정상회원,수지구,여,52,14248163,683.8,290779,미신청,.,normal
786634048,탈퇴,수지구,여,38,206278,29.5,51570,미신청,.,normal
165904128,정상회원,수지구,여,58,1305745,164,39568,미신청,.,normal
1043079424,정상회원,수지구,여,40,4749274,603.6,57220,미신청,수신,normal
178387584,정상회원,수지구,여,72,19326205,1436,207809,미신청,.,normal
52821760,정상회원,분당구,여,67,1595760,175,88653,미신청,.,normal
967046528,정상회원,수지구,여,39,2687455,327.5,54846,미신청,.,normal
876408768,정상회원,수지구,여,45,3460878,538,49441,미신청,수신,normal
424118272,정상회원,수지구,여,54,7604571,747.8,143482,미신청,.,normal
1439864384,정상회원,수지구,여,38,149611,20,29922,미신청,.,normal
269949632,정상회원,수지구,여,44,162630,9,32526,미신청,.,normal
469100288,정상회원,수지구,여,48,14811212,1320.3,104304,미신청,수신,VIP
147407232,정상회원,분당구,여,57,660664,93,66066,미신청,.,normal
982122816,정상회원,수지구,여,36,4724066,457,62159,미신청,수신,normal
727869376,정상회원,분당구,여,46,333491,35,37055,미신청,.,normal
1487056896,정상회원,분당구,여,48,131137,3,131137,미신청,.,normal
1500227072,정상회원,수지구,여,54,5888155,704.75,77476,미신청,수신,normal
1042767616,정상회원,수지구,여,48,4951059,441.9,73896,미신청,수신,normal
777463552,정상회원,수지구,여,48,1131419,131,39014,미신청,.,normal
104754496,정상회원,수지구,여,56,3349268,281,115492,신청,.,normal
922081216,정상회원,분당구,여,44,335023,36,335023,미신청,.,normal
1040210048,정상회원,수지구,여,42,13160202,1201.6,151267,미신청,수신,normal
554236864,정상회원,분당구,여,37,3497405,378.5,83272,신청,.,normal
681781184,정상회원,수지구,여,62,119957,16,23991,미신청,.,normal
805400064,정상회원,수지구,여,47,1685374,196,70224,신청,.,normal
1345937792,정상회원,수지구,여,50,1958657,156.7,97933,신청,.,normal
1352801280,정상회원,수지구,여,35,545838,112.1,41988,미신청,.,normal
1517953728,정상회원,수지구,남,44,1406520,197,66977,미신청,.,normal
1288398080,정상회원,수지구,여,51,1796678,157,47281,신청,.,normal
437884224,정상회원,수지구,여,41,181391,26,36278,미신청,.,normal
980734528,정상회원,수지구,여,37,2196389,189.1,56318,신청,.,normal
1376851328,정상회원,수지구,여,28,1008801,83,72057,미신청,.,normal
341626496,정상회원,수지구,여,50,1516982,151,72237,미신청,.,normal
145512256,정상회원,수지구,여,61,4966221,607.1,50676,미신청,.,normal
490477696,정상회원,수원 영통구,여,44,712449,98,37497,미신청,.,normal
878884672,정상회원,수지구,여,38,1187607,120,53982,미신청,.,normal
1509778048,정상회원,기흥구,여,35,395518,37,30424,미신청,.,normal
74562944,정상회원,수지구,여,60,373349,28,24890,미신청,.,normal
54605376,정상회원,수지구,여,71,4980799,592,30746,미신청,수신,VIP
542861440,정상회원,수지구,여,57,5809672,700.3,49235,미신청,수신,VIP
838366336,정상회원,수지구,여,57,966517,146,30204,미신청,.,normal
243293760,정상회원,수지구,여,42,9083083,1336.3,62213,미신청,수신,VIP
1481100992,정상회원,수지구,여,47,1925039,262.2,27501,미신청,수신,normal
1332923520,정상회원,수지구,여,42,545704,59,14361,미신청,.,normal
566928192,정상회원,수지구,여,40,1448358,120.3,41382,미신청,.,normal
1383297216,정상회원,수지구,여,34,2285051,266,28211,미신청,수신,normal
273472320,정상회원,수지구,여,79,2925577,361.6,63600,미신청,.,normal
457520704,탈퇴,수지구,여,57,340957,47,42620,미신청,.,normal
1032097472,정상회원,수지구,여,47,1245997,111,42965,미신청,.,normal
818928448,정상회원,수지구,여,38,285075,38,35634,미신청,.,normal
98204672,정상회원,분당구,여,74,1052028,103,37572,미신청,.,normal
741837632,정상회원,수지구,여,45,1569303,162.1,54114,미신청,.,normal
572427520,정상회원,수지구,남,46,4771544,741.2,51865,미신청,수신,normal
667311808,정상회원,수지구,여,40,3521694,367.1,66447,미신청,.,normal
439536064,정상회원,수지구,여,45,5089798,543.25,67864,미신청,수신,normal
274795648,정상회원,수지구,여,48,177818,35,44455,미신청,.,normal
1210037760,정상회원,수지구,여,77,1648215,168,27936,미신청,.,normal
1177938240,정상회원,기타,여,46,752507,139.5,20903,미신청,.,normal
94266240,정상회원,수지구,여,57,4104378,364,67285,미신청,.,normal
768621568,정상회원,수지구,여,51,1313671,168.1,35505,미신청,.,normal
742982784,정상회원,수지구,여,54,2968298,302.5,80224,신청,.,normal
677928128,정상회원,수지구,여,60,820552,60,54703,미신청,.,normal
434291008,정상회원,기타,여,64,5574846,600.4,103238,미신청,.,normal
835097920,정상회원,수지구,여,70,681532,75,40090,미신청,.,normal
1135909120,정상회원,수지구,여,62,11688719,946.25,87229,미신청,.,VIP
351235008,정상회원,화성,여,50,1244044,120,54089,미신청,.,normal
934919168,정상회원,수지구,여,44,10908569,929.7,84563,미신청,수신,VIP
918586368,정상회원,수지구,여,41,4336244,432,40908,미신청,수신,VIP
628389632,정상회원,수지구,여,54,2082712,198,40052,미신청,.,normal
1284699072,정상회원,수지구,여,38,2201565,340,24462,미신청,수신,normal
437076864,정상회원,중원구,여,40,1999849,139.2,60601,신청,.,normal
229323648,정상회원,수지구,여,55,1361924,143,36809,미신청,.,normal
611466624,정상회원,수지구,여,36,247534,25,22503,미신청,.,normal
430183680,정상회원,기흥구,여,48,74268,6,74268,미신청,.,normal
1259672768,정상회원,수지구,여,52,902930,103,24404,미신청,.,normal
130177984,정상회원,수지구,여,54,8136589,738.5,78996,미신청,수신,VIP
770427456,정상회원,수지구,여,48,1172866,181,33510,미신청,.,normal
689093824,정상회원,수지구,여,43,10178264,1052.08,64014,미신청,수신,VIP
434578688,정상회원,수지구,여,43,6137574,711.5,84076,미신청,수신,normal
1503040768,정상회원,수지구,여,46,2343948,305.5,50955,미신청,.,normal
1233336128,정상회원,수지구,여,64,1001549,63,50077,미신청,.,normal
898168512,정상회원,수지구,여,43,2082645,242.2,33591,미신청,.,normal
825691712,정상회원,수지구,여,54,783953,120,17817,미신청,.,normal
1439328000,정상회원,수지구,여,40,310901,44,62180,미신청,.,normal
403342208,정상회원,수지구,여,48,4658479,488.5,69530,미신청,수신,normal
888530304,정상회원,수지구,여,49,1188756,186,34963,미신청,.,normal
531818240,정상회원,수지구,여,58,2131088,272.6,45342,미신청,.,normal
183489728,정상회원,수지구,여,72,486261,86,44206,미신청,.,normal
803846592,정상회원,수지구,여,47,172872,12,28812,미신청,.,normal
467927296,정상회원,수지구,여,50,2019037,214.8,80761,신청,.,normal
1457925120,정상회원,수지구,여,72,713977,104,15866,미신청,.,normal
1175681344,정상회원,수지구,여,72,463001,61,17808,미신청,.,normal
763281856,정상회원,수지구,여,41,8106657,804,124718,미신청,수신,normal
894662528,정상회원,수지구,여,70,5338536,520.5,98862,미신청,.,normal
605683328,정상회원,수지구,여,45,6048056,591.1,91637,미신청,수신,normal
1189857472,정상회원,수지구,여,42,3822396,487.3,54606,미신청,수신,normal
1143461184,정상회원,서울 강남구,여,47,4069222,407,66709,미신청,.,normal
893452416,정상회원,수지구,여,46,197855,20,49464,미신청,.,normal
1290508352,정상회원,수지구,여,45,959179,105.2,73783,미신청,.,normal
1056167936,정상회원,수지구,여,38,10684490,1098.45,164377,미신청,수신,normal
61750976,정상회원,수지구,여,76,12997559,1263.5,108313,미신청,.,VIP
1323656512,정상회원,수지구,남,37,1799033,214.2,85668,신청,.,normal
547954304,정상회원,수지구,여,57,2314527,226,70137,신청,.,normal
862820992,정상회원,수지구,남,53,8956812,848,229662,미신청,.,normal
797899968,정상회원,수지구,여,63,2565813,251,62581,신청,.,normal
709264832,정상회원,수지구,여,42,1751699,156.35,47343,신청,.,normal
746379264,정상회원,수지구,여,46,1898199,170.1,30130,미신청,.,normal
843678208,정상회원,수지구,여,66,81642,10,27214,미신청,.,normal
908794112,탈퇴,수지구,여,53,116971,7,116971,미신청,.,normal
515062272,정상회원,수지구,여,42,2117101,297.3,54285,신청,.,normal
386365376,정상회원,수지구,여,48,773998,86,27643,미신청,.,normal
1057619328,정상회원,수지구,여,73,6853661,609,84613,미신청,.,normal
999227712,정상회원,수지구,여,40,7295182,803.4,60793,미신청,수신,VIP
261918720,정상회원,수지구,남,75,492253,86,17580,미신청,.,normal
452956800,정상회원,기흥구,여,40,2387773,228,113703,신청,.,normal
1165714624,정상회원,수지구,여,47,923418,74,83947,미신청,.,normal
575937216,정상회원,기타,여,42,190676,32,47669,미신청,.,normal
447958592,정상회원,기타,여,38,70259,11,70259,미신청,.,normal
745991360,정상회원,수지구,여,40,8292956,993,98726,미신청,수신,normal
581831872,정상회원,수지구,여,60,3607810,346.5,68072,미신청,.,normal
367497280,정상회원,수지구,여,57,3090075,342,85835,신청,.,normal
348764672,정상회원,수지구,남,53,782881,59,60222,미신청,.,normal
744911168,정상회원,수지구,여,48,133530,16,26706,미신청,.,normal
747942016,정상회원,수지구,여,50,2443941,271,59608,신청,.,normal
312678464,정상회원,수지구,여,46,334927,19,83732,미신청,.,normal
764699840,정상회원,수지구,여,74,1606768,122,37367,미신청,.,normal
717230784,정상회원,수지구,여,59,3999078,570.2,79982,미신청,.,normal
1086478272,정상회원,수지구,여,62,3038903,353.1,37517,미신청,.,normal
1534427584,정상회원,수지구,여,40,2843097,327,49019,미신청,.,normal
42474560,정상회원,수지구,여,50,4263248,367.1,55367,미신청,수신,normal
275868416,정상회원,수지구,여,48,5067072,507,180967,미신청,.,normal
553331136,정상회원,수지구,여,54,1034282,91.1,68952,미신청,.,normal
1328055232,정상회원,수지구,여,47,2302256,247.3,57556,신청,.,normal
925893440,정상회원,분당구,여,43,342680,29,48954,미신청,.,normal
1197520896,정상회원,수지구,여,68,9443653,962.2,51324,미신청,수신,VIP
696851904,정상회원,수지구,여,42,1844885,237,24598,미신청,수신,normal
365765632,정상회원,수지구,여,49,1503524,165.5,41765,미신청,.,normal
777664000,탈퇴,수지구,여,43,4056411,516,36544,미신청,수신,normal
390569216,정상회원,수지구,여,48,4963745,471.8,141821,미신청,.,normal
749430528,정상회원,수지구,여,48,3804803,311,111906,신청,.,normal
1320922624,정상회원,수지구,여,42,295873,34,24656,미신청,.,normal
627459776,정상회원,수지구,여,84,801757,34,72887,미신청,.,normal
235370496,정상회원,수지구,여,46,359336,13,119779,미신청,.,normal
561061376,정상회원,수지구,여,44,8111278,894.7,59642,미신청,수신,VIP
745377024,정상회원,수지구,남,60,3590021,409,70393,미신청,.,normal
1190974784,정상회원,수지구,여,57,2587226,461,27524,미신청,수신,normal
562796736,정상회원,분당구,여,61,2997916,277,62457,미신청,.,normal
1548217664,정상회원,수지구,여,53,1213758,61,80917,미신청,.,normal
756013760,정상회원,수지구,여,66,1179643,130,25099,미신청,.,normal
1285215040,정상회원,수지구,여,42,6178305,552.5,102972,미신청,.,normal
306898880,정상회원,수지구,여,46,603691,92.1,37731,미신청,.,normal
1216543040,정상회원,수지구,여,50,13148141,1083.8,94591,미신청,수신,VIP
150048320,정상회원,수지구,여,48,2179059,318.3,25636,미신청,수신,normal
106256000,정상회원,기타,여,57,3224291,224,119418,신청,.,normal
200839616,정상회원,수지구,여,47,1629320,131.1,35420,미신청,.,normal
549630272,정상회원,수지구,여,52,1977956,206,36629,미신청,.,normal
657163200,정상회원,수지구,여,50,719004,71.5,39945,미신청,.,normal
1270719680,정상회원,수지구,여,44,4020345,529,47861,미신청,수신,normal
407245376,정상회원,수지구,여,52,8817653,934.6,56163,미신청,수신,VIP
545428288,탈퇴,기타,여,69,276154,72,17260,미신청,.,normal
1253111808,정상회원,수지구,여,45,1224459,121,39499,미신청,.,normal
1124465024,정상회원,수지구,여,53,633403,84,23459,미신청,.,normal
546122432,정상회원,수지구,여,45,1876704,253.3,26810,미신청,수신,normal
1229377280,정상회원,기흥구,여,64,470636,46.6,36203,미신청,.,normal
116389760,정상회원,수지구,여,48,4451634,389,59355,미신청,수신,normal
254379648,정상회원,수지구,여,62,10844727,1199.2,63419,미신청,.,VIP
479174656,정상회원,수지구,여,70,5666322,689,68269,미신청,.,normal
479313856,정상회원,수지구,여,75,826548,81,41327,미신청,.,normal
59774336,정상회원,수지구,남,73,18644966,2035.6,88365,미신청,수신,VIP
1240240448,정상회원,수지구,여,60,534600,69,19093,미신청,.,normal
473688320,정상회원,수지구,여,60,10738764,977.6,68838,미신청,수신,VIP
624562560,정상회원,수지구,여,55,107686,23,15384,미신청,.,normal
655938240,정상회원,수지구,여,70,3606221,411.1,39198,미신청,.,normal
656936768,정상회원,수지구,여,48,604381,64,54944,미신청,.,normal
932680832,정상회원,수지구,여,59,1812357,161.7,60412,신청,.,normal
1340384640,정상회원,수지구,여,57,1167218,160,37652,미신청,.,normal
747116096,정상회원,수지구,여,45,207714,36,14837,미신청,.,normal
657720000,정상회원,수지구,여,73,2430062,263,37386,미신청,.,normal
135281984,정상회원,수지구,여,68,613857,51,68206,미신청,.,normal
1461839424,정상회원,수지구,여,40,198716,17,39743,미신청,.,normal
275656832,정상회원,수지구,여,69,3202624,496,47097,미신청,.,normal
1548345728,정상회원,수지구,여,33,54274,5,54274,미신청,.,normal
1000565888,정상회원,수지구,여,52,114578,20,19096,미신청,.,normal
931838208,정상회원,수지구,여,61,628330,86.2,33070,미신청,.,normal
60912064,정상회원,수지구,여,48,1210293,128,55013,미신청,.,normal
882292288,정상회원,수지구,여,37,1839419,232,114964,신청,.,normal
411185664,정상회원,기흥구,여,48,745377,97.6,53241,미신청,.,normal
402835520,정상회원,수지구,남,50,4698509,551.7,40158,미신청,수신,VIP
62261376,정상회원,수지구,여,77,4710934,550.2,69278,미신청,.,normal
1183073792,정상회원,기타,여,69,19527,3,9764,미신청,.,normal
1052858688,정상회원,수지구,여,31,299874,63,13038,미신청,.,normal
735556928,정상회원,기타,여,56,2961503,222.5,72232,신청,.,normal
267685312,정상회원,수지구,여,43,5424855,610.6,62355,미신청,수신,normal
969849088,정상회원,수지구,여,44,171914,16,28652,미신청,.,normal
1211737856,정상회원,수지구,여,54,5086431,585.5,42387,미신청,수신,VIP
1005059264,정상회원,수지구,여,39,6077871,690,98030,미신청,.,normal
1359512576,정상회원,수지구,여,72,1208666,80,44765,미신청,.,normal
145393472,정상회원,수지구,여,56,22399,2,22399,미신청,.,normal
1209933824,정상회원,수지구,여,74,6029883,629.5,69309,미신청,.,normal
761505664,정상회원,수지구,여,78,722996,107,45187,미신청,.,normal
379201216,정상회원,수지구,여,46,1895251,112,94763,신청,.,normal
263368256,정상회원,수지구,여,49,10287456,1116.1,52487,미신청,수신,VIP
430725632,정상회원,수지구,여,46,1569245,214.35,32693,미신청,.,normal
267100672,정상회원,수지구,여,74,5210213,540,52628,미신청,.,normal
